voltage(V),current(mA),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
4.393,-2123.437,80,37.8,3622,4410,Li-ion
4.393,-2122.812,80,37.8,3626,4410,Li-ion
4.393,-2113.125,80,37.8,3628,4410,Li-ion
4.393,-2111.875,80,37.8,3628,4410,Li-ion
4.393,-2120,80,37.8,3628,4410,Li-ion
4.393,-2122.812,80,37.8,3628,4410,Li-ion
4.393,-2122.812,80,37.8,3630,4410,Li-ion
4.393,-2116.875,80,37.8,3642,4410,Li-ion
4.404,-2134.062,81,37.7,3656,4410,Li-ion
4.404,-2111.562,81,37.7,3656,4410,Li-ion
4.405,-2122.812,81,37.8,3664,4410,Li-ion
4.404,-2119.687,81,37.8,3674,4410,Li-ion
4.414,-2117.812,82,37.7,3692,4410,Li-ion
4.414,-2124.375,82,37.7,3692,4410,Li-ion
4.417,-2128.125,82,37.6,3708,4410,Li-ion
4.417,-2108.125,82,37.6,3722,4410,Li-ion
4.417,-2114.062,82,37.6,3722,4410,Li-ion
4.417,-2119.062,82,37.6,3722,4410,Li-ion
4.424,-2114.062,82,37.6,3726,4410,Li-ion
4.427,-2076.25,83,37.5,3744,4410,Li-ion
4.427,-2105.625,83,37.5,3746,4410,Li-ion
4.429,-2099.375,83,37.6,3752,4410,Li-ion
4.429,-2088.125,83,37.6,3752,4410,Li-ion
4.429,-2042.187,83,37.5,3768,4410,Li-ion
4.428,-1982.187,84,37.4,3784,4410,Li-ion
4.428,-1979.062,84,37.4,3786,4410,Li-ion
4.428,-1967.5,84,37.4,3788,4410,Li-ion
4.428,-1970.312,84,37.4,3788,4410,Li-ion
4.429,-1952.812,84,37.3,3794,4410,Li-ion
4.43,-1937.187,84,37.3,3798,4410,Li-ion
4.43,-1934.687,84,37.3,3800,4410,Li-ion
4.43,-1934.062,84,37.3,3802,4410,Li-ion
4.43,-1934.062,84,37.3,3802,4410,Li-ion
4.43,-1915.625,84,37.3,3802,4410,Li-ion
4.43,-1926.25,84,37.3,3802,4410,Li-ion
4.43,-1917.187,84,37.3,3804,4410,Li-ion
4.43,-1934.062,84,37.3,3804,4410,Li-ion
4.428,-1866.25,85,37.1,3826,4410,Li-ion
4.428,-1860,85,37.1,3828,4410,Li-ion
4.43,-1820,85,37.1,3838,4410,Li-ion
4.43,-1811.562,85,37.1,3844,4410,Li-ion
4.43,-1772.5,85,37,3858,4410,Li-ion
4.43,-1763.75,85,37,3858,4410,Li-ion
4.43,-1765.625,85,37,3858,4410,Li-ion
4.43,-1773.75,85,37,3858,4410,Li-ion
4.43,-1750,85,37,3860,4410,Li-ion
4.43,-1758.75,85,37,3860,4410,Li-ion
4.43,-1756.562,85,37,3860,4410,Li-ion
4.43,-1740.625,85,37,3860,4410,Li-ion
4.43,-1758.437,85,37,3862,4410,Li-ion
4.43,-1755.937,85,37,3862,4410,Li-ion
4.43,-1742.812,85,37,3862,4410,Li-ion
4.43,-1750,85,37,3862,4410,Li-ion
4.43,-1763.125,85,37,3864,4410,Li-ion
4.43,-1746.562,85,37,3864,4410,Li-ion
4.43,-1746.25,85,37,3864,4410,Li-ion
4.43,-1749.062,85,37,3864,4410,Li-ion
4.43,-1745.625,85,37,3866,4410,Li-ion
4.43,-1749.687,85,37,3866,4410,Li-ion
4.43,-1742.187,85,37,3866,4410,Li-ion
4.43,-1737.187,85,37,3866,4410,Li-ion
4.43,-1743.437,85,37,3868,4410,Li-ion
4.43,-1738.75,85,37,3868,4410,Li-ion
4.43,-1737.5,85,37,3868,4410,Li-ion
4.43,-1720.937,85,37,3868,4410,Li-ion
4.43,-1727.5,85,37,3870,4410,Li-ion
4.43,-1729.375,85,37,3870,4410,Li-ion
4.43,-1723.437,85,37,3870,4410,Li-ion
4.43,-1733.75,85,37,3870,4410,Li-ion
4.43,-1733.437,85,37,3872,4410,Li-ion
4.43,-1719.062,85,37,3872,4410,Li-ion
4.43,-1722.5,86,36.8,3872,4410,Li-ion
4.43,-1722.812,86,36.8,3872,4410,Li-ion
4.43,-1719.687,86,36.8,3874,4410,Li-ion
4.43,-1719.687,86,36.8,3874,4410,Li-ion
4.43,-1710,86,36.8,3874,4410,Li-ion
4.43,-1726.25,86,36.8,3874,4410,Li-ion
4.43,-1718.125,86,36.8,3876,4410,Li-ion
4.43,-1726.875,86,36.8,3876,4410,Li-ion
4.43,-1728.75,86,36.8,3876,4410,Li-ion
4.43,-1708.125,86,36.8,3876,4410,Li-ion
4.43,-1714.687,86,36.8,3878,4410,Li-ion
4.43,-1708.437,86,36.8,3878,4410,Li-ion
4.43,-1699.062,86,36.8,3878,4410,Li-ion
4.43,-1706.562,86,36.8,3878,4410,Li-ion
4.43,-1709.375,86,36.8,3880,4410,Li-ion
4.43,-1703.125,86,36.8,3880,4410,Li-ion
4.43,-1705,86,36.8,3880,4410,Li-ion
4.43,-1706.25,86,36.8,3880,4410,Li-ion
4.43,-1712.5,86,36.8,3882,4410,Li-ion
4.429,-1695.937,86,36.8,3882,4410,Li-ion
4.429,-1705.937,86,36.8,3882,4410,Li-ion
4.429,-1705,86,36.8,3882,4410,Li-ion
4.429,-1683.125,86,36.8,3884,4410,Li-ion
4.429,-1697.812,86,36.8,3884,4410,Li-ion
4.429,-1678.75,86,36.8,3884,4410,Li-ion
4.429,-1678.75,86,36.8,3884,4410,Li-ion
4.429,-1690,86,36.8,3884,4410,Li-ion
4.429,-1700.625,86,36.8,3886,4410,Li-ion
4.431,-1687.5,86,36.8,3886,4410,Li-ion
4.431,-1674.375,86,36.8,3886,4410,Li-ion
4.431,-1674.375,86,36.8,3886,4410,Li-ion
4.431,-1678.437,86,36.8,3888,4410,Li-ion
4.431,-1677.187,86,36.8,3888,4410,Li-ion
4.431,-1684.375,86,36.8,3888,4410,Li-ion
4.431,-1676.875,86,36.8,3888,4410,Li-ion
4.431,-1676.875,86,36.8,3890,4410,Li-ion
4.431,-1674.687,86,36.8,3890,4410,Li-ion
4.431,-1664.375,86,36.8,3890,4410,Li-ion
4.431,-1669.375,86,36.8,3890,4410,Li-ion
4.431,-1672.5,86,36.8,3892,4410,Li-ion
4.431,-1669.062,86,36.8,3892,4410,Li-ion
4.431,-1663.125,86,36.8,3892,4410,Li-ion
4.431,-1659.375,86,36.8,3892,4410,Li-ion
4.431,-1671.25,86,36.8,3894,4410,Li-ion
4.431,-1652.187,86,36.8,3894,4410,Li-ion
4.431,-1660.312,86,36.8,3894,4410,Li-ion
4.431,-1658.437,86,36.8,3894,4410,Li-ion
4.431,-1673.125,86,36.8,3896,4410,Li-ion
4.431,-1660.312,86,36.8,3896,4410,Li-ion
4.431,-1658.437,86,36.8,3896,4410,Li-ion
4.431,-1661.875,86,36.8,3896,4410,Li-ion
4.431,-1650.312,86,36.8,3898,4410,Li-ion
4.431,-1648.437,86,36.8,3898,4410,Li-ion
4.431,-1635.312,86,36.8,3898,4410,Li-ion
4.431,-1650.625,86,36.8,3898,4410,Li-ion
4.431,-1635.937,86,36.8,3898,4410,Li-ion
4.431,-1647.5,86,36.8,3900,4410,Li-ion
4.431,-1643.125,86,36.8,3900,4410,Li-ion
4.431,-1636.25,86,36.8,3900,4410,Li-ion
4.431,-1649.375,86,36.8,3900,4410,Li-ion
4.431,-1649.687,86,36.8,3902,4410,Li-ion
4.431,-1635.937,86,36.8,3902,4410,Li-ion
4.431,-1635,86,36.8,3902,4410,Li-ion
4.431,-1635.937,86,36.8,3902,4410,Li-ion
4.431,-1633.125,86,36.8,3904,4410,Li-ion
4.431,-1633.75,86,36.8,3904,4410,Li-ion
4.431,-1635.312,86,36.8,3904,4410,Li-ion
4.431,-1624.062,86,36.8,3904,4410,Li-ion
4.431,-1636.25,86,36.8,3906,4410,Li-ion
4.431,-1629.687,86,36.8,3906,4410,Li-ion
4.431,-1624.375,86,36.8,3906,4410,Li-ion
4.431,-1618.125,86,36.8,3906,4410,Li-ion
4.431,-1624.687,86,36.8,3906,4410,Li-ion
4.431,-1622.812,86,36.8,3908,4410,Li-ion
4.431,-1618.437,86,36.8,3908,4410,Li-ion
4.431,-1631.562,86,36.8,3908,4410,Li-ion
4.431,-1622.187,86,36.8,3908,4410,Li-ion
4.431,-1634.687,86,36.8,3910,4410,Li-ion
4.431,-1608.437,87,36.7,3910,4410,Li-ion
4.431,-1602.5,87,36.7,3910,4410,Li-ion
4.431,-1609.687,87,36.7,3910,4410,Li-ion
4.431,-1600,87,36.7,3912,4410,Li-ion
4.431,-1617.5,87,36.7,3912,4410,Li-ion
4.431,-1621.875,87,36.7,3912,4410,Li-ion
4.431,-1604.062,87,36.7,3912,4410,Li-ion
4.431,-1614.062,87,36.7,3914,4410,Li-ion
4.431,-1601.875,87,36.6,3914,4410,Li-ion
4.431,-1602.187,87,36.6,3914,4410,Li-ion
4.431,-1596.875,87,36.6,3914,4410,Li-ion
4.431,-1596.25,87,36.6,3916,4410,Li-ion
4.431,-1600.625,87,36.6,3916,4410,Li-ion
4.431,-1595.937,87,36.6,3916,4410,Li-ion
4.431,-1597.812,87,36.6,3916,4410,Li-ion
4.431,-1603.437,87,36.6,3916,4410,Li-ion
4.431,-1585.625,87,36.6,3918,4410,Li-ion
4.431,-1599.062,87,36.6,3918,4410,Li-ion
4.431,-1580.937,87,36.6,3918,4410,Li-ion
4.431,-1591.562,87,36.6,3918,4410,Li-ion
4.431,-1595.937,87,36.6,3920,4410,Li-ion
4.431,-1584.375,87,36.6,3920,4410,Li-ion
4.431,-1593.125,87,36.6,3920,4410,Li-ion
4.431,-1586.562,87,36.6,3920,4410,Li-ion
4.431,-1590,87,36.6,3920,4410,Li-ion
4.431,-1580.625,87,36.6,3922,4410,Li-ion
4.431,-1587.5,87,36.6,3922,4410,Li-ion
4.431,-1576.25,87,36.6,3922,4410,Li-ion
4.431,-1571.562,87,36.6,3922,4410,Li-ion
4.431,-1581.875,87,36.6,3924,4410,Li-ion
4.431,-1571.25,87,36.6,3924,4410,Li-ion
4.431,-1569.375,87,36.6,3924,4410,Li-ion
4.431,-1573.125,87,36.6,3924,4410,Li-ion
4.43,-1579.375,87,36.5,3924,4410,Li-ion
4.43,-1579.375,87,36.5,3926,4410,Li-ion
4.43,-1557.812,87,36.5,3926,4410,Li-ion
4.43,-1570.937,87,36.5,3926,4410,Li-ion
4.43,-1570.625,87,36.5,3926,4410,Li-ion
4.43,-1573.437,87,36.5,3928,4410,Li-ion
4.43,-1561.875,87,36.5,3928,4410,Li-ion
4.43,-1564.375,87,36.5,3928,4410,Li-ion
4.43,-1554.062,87,36.5,3928,4410,Li-ion
4.43,-1560.625,87,36.5,3930,4410,Li-ion
4.43,-1560.937,87,36.5,3930,4410,Li-ion
4.43,-1547.5,87,36.5,3930,4410,Li-ion
4.43,-1559.375,87,36.5,3930,4410,Li-ion
4.43,-1556.562,87,36.5,3930,4410,Li-ion
4.43,-1549.062,87,36.5,3932,4410,Li-ion
4.43,-1555.312,87,36.5,3932,4410,Li-ion
4.43,-1548.75,87,36.5,3932,4410,Li-ion
4.43,-1557.812,87,36.5,3932,4410,Li-ion
4.43,-1550.937,87,36.5,3934,4410,Li-ion
4.43,-1546.25,87,36.5,3934,4410,Li-ion
4.43,-1545.312,87,36.5,3934,4410,Li-ion
4.43,-1553.437,87,36.5,3934,4410,Li-ion
4.43,-1542.812,87,36.5,3934,4410,Li-ion
4.43,-1535.625,87,36.5,3936,4410,Li-ion
4.43,-1533.437,87,36.5,3936,4410,Li-ion
4.43,-1538.437,87,36.5,3936,4410,Li-ion
4.43,-1547.5,87,36.5,3936,4410,Li-ion
4.43,-1538.75,87,36.5,3938,4410,Li-ion
4.43,-1532.187,87,36.5,3938,4410,Li-ion
4.43,-1552.187,87,36.5,3938,4410,Li-ion
4.43,-1525.937,87,36.5,3938,4410,Li-ion
4.43,-1534.687,87,36.5,3938,4410,Li-ion
4.43,-1537.187,87,36.5,3940,4410,Li-ion
4.432,-1532.812,87,36.4,3940,4410,Li-ion
4.432,-1526.562,87,36.4,3940,4410,Li-ion
4.432,-1531.25,87,36.4,3940,4410,Li-ion
4.432,-1535,87,36.4,3942,4410,Li-ion
4.432,-1529.062,87,36.4,3942,4410,Li-ion
4.432,-1527.5,87,36.4,3942,4410,Li-ion
4.432,-1520.625,87,36.4,3942,4410,Li-ion
4.432,-1512.5,87,36.4,3942,4410,Li-ion
4.432,-1527.812,87,36.4,3944,4410,Li-ion
4.432,-1532.187,87,36.4,3944,4410,Li-ion
4.432,-1515.937,87,36.4,3944,4410,Li-ion
4.432,-1510.937,87,36.4,3944,4410,Li-ion
4.432,-1530.937,87,36.4,3944,4410,Li-ion
4.432,-1510.937,87,36.4,3946,4410,Li-ion
4.432,-1521.875,87,36.4,3946,4410,Li-ion
4.432,-1525.312,87,36.4,3946,4410,Li-ion
4.432,-1497.812,87,36.4,3946,4410,Li-ion
4.432,-1517.812,87,36.4,3948,4410,Li-ion
4.432,-1502.5,87,36.4,3948,4410,Li-ion
4.432,-1497.187,87,36.4,3948,4410,Li-ion
4.432,-1498.75,87,36.4,3948,4410,Li-ion
4.432,-1509.062,87,36.4,3948,4410,Li-ion
4.432,-1494.062,87,36.4,3950,4410,Li-ion
4.432,-1501.562,87,36.4,3950,4410,Li-ion
4.432,-1500.312,87,36.4,3950,4410,Li-ion
4.432,-1496.875,87,36.4,3950,4410,Li-ion
4.432,-1496.25,87,36.4,3952,4410,Li-ion
4.431,-1486.562,88,36.3,3952,4410,Li-ion
4.431,-1499.062,88,36.3,3952,4410,Li-ion
4.431,-1489.687,88,36.3,3952,4410,Li-ion
4.431,-1493.125,88,36.3,3952,4410,Li-ion
4.431,-1490.625,88,36.3,3954,4410,Li-ion
4.431,-1492.812,88,36.3,3954,4410,Li-ion
4.431,-1478.125,88,36.3,3954,4410,Li-ion
4.431,-1486.875,88,36.3,3954,4410,Li-ion
4.431,-1493.437,88,36.3,3954,4410,Li-ion
4.431,-1494.375,88,36.3,3956,4410,Li-ion
4.431,-1495,88,36.3,3956,4410,Li-ion
4.431,-1502.187,88,36.3,3956,4410,Li-ion
4.431,-1489.375,88,36.3,3956,4410,Li-ion
4.431,-1490.625,88,36.3,3958,4410,Li-ion
4.431,-1481.875,88,36.3,3958,4410,Li-ion
4.431,-1479.687,88,36.3,3958,4410,Li-ion
4.431,-1485.625,88,36.3,3958,4410,Li-ion
4.431,-1470.937,88,36.3,3958,4410,Li-ion
4.431,-1497.187,88,36.3,3960,4410,Li-ion
4.431,-1477.812,88,36.3,3960,4410,Li-ion
4.431,-1474.062,88,36.3,3960,4410,Li-ion
4.431,-1478.125,88,36.3,3960,4410,Li-ion
4.431,-1471.562,88,36.3,3962,4410,Li-ion
4.431,-1475.625,88,36.3,3962,4410,Li-ion
4.431,-1473.75,88,36.3,3962,4410,Li-ion
4.431,-1454.062,88,36.3,3962,4410,Li-ion
4.431,-1464.375,88,36.3,3962,4410,Li-ion
4.431,-1463.437,88,36.3,3964,4410,Li-ion
4.431,-1460.312,88,36.3,3964,4410,Li-ion
4.431,-1460,88,36.3,3964,4410,Li-ion
4.431,-1474.375,88,36.3,3964,4410,Li-ion
4.432,-1453.75,88,36.3,3964,4410,Li-ion
4.432,-1458.75,88,36.3,3966,4410,Li-ion
4.432,-1441.875,88,36.3,3966,4410,Li-ion
4.432,-1461.25,88,36.3,3966,4410,Li-ion
4.432,-1460,88,36.3,3966,4410,Li-ion
4.432,-1460,88,36.3,3966,4410,Li-ion
4.432,-1455,88,36.3,3968,4410,Li-ion
4.431,-1445.312,88,36.2,3968,4410,Li-ion
4.431,-1464.687,88,36.2,3968,4410,Li-ion
4.431,-1443.437,88,36.2,3968,4410,Li-ion
4.431,-1447.812,88,36.2,3970,4410,Li-ion
4.431,-1455,88,36.2,3970,4410,Li-ion
4.431,-1445.625,88,36.2,3970,4410,Li-ion
4.431,-1458.437,88,36.2,3970,4410,Li-ion
4.431,-1448.125,88,36.2,3970,4410,Li-ion
4.431,-1441.562,88,36.2,3972,4410,Li-ion
4.431,-1446.875,88,36.2,3972,4410,Li-ion
4.431,-1450.312,88,36.2,3972,4410,Li-ion
4.431,-1450.312,88,36.2,3972,4410,Li-ion
4.431,-1426.25,88,36.2,3972,4410,Li-ion
4.431,-1451.25,88,36.2,3974,4410,Li-ion
4.431,-1440.937,88,36.2,3974,4410,Li-ion
4.431,-1430.937,88,36.2,3974,4410,Li-ion
4.431,-1441.25,88,36.2,3974,4410,Li-ion
4.431,-1454.062,88,36.2,3974,4410,Li-ion
4.431,-1434.062,88,36.2,3976,4410,Li-ion
4.431,-1431.875,88,36.2,3976,4410,Li-ion
4.431,-1424.062,88,36.2,3976,4410,Li-ion
4.431,-1418.437,88,36.2,3976,4410,Li-ion
4.431,-1425,88,36.2,3976,4410,Li-ion
4.431,-1413.125,88,36.2,3978,4410,Li-ion
4.431,-1420.312,88,36.2,3978,4410,Li-ion
4.431,-1438.437,88,36.2,3978,4410,Li-ion
4.431,-1420,88,36.2,3978,4410,Li-ion
4.431,-1413.437,88,36.2,3980,4410,Li-ion
4.431,-1412.187,88,36.2,3980,4410,Li-ion
4.431,-1415.625,88,36.2,3980,4410,Li-ion
4.431,-1418.75,88,36.2,3980,4410,Li-ion
4.431,-1439.687,88,36.2,3980,4410,Li-ion
4.431,-1425.625,88,36.2,3982,4410,Li-ion
4.431,-1422.812,88,36.2,3982,4410,Li-ion
4.431,-1411.875,88,36.2,3982,4410,Li-ion
4.431,-1421.25,88,36.2,3982,4410,Li-ion
4.431,-1416.25,88,36.2,3982,4410,Li-ion
4.431,-1403.125,88,36.2,3984,4410,Li-ion
4.431,-1397.5,88,36.2,3984,4410,Li-ion
4.431,-1414.375,88,36.2,3984,4410,Li-ion
4.431,-1402.812,88,36.2,3984,4410,Li-ion
4.431,-1427.812,88,36.2,3984,4410,Li-ion
4.431,-1407.5,88,36.2,3986,4410,Li-ion
4.431,-1402.812,88,36.2,3986,4410,Li-ion
4.431,-1385.312,88,36.2,3986,4410,Li-ion
4.431,-1402.5,88,36.2,3986,4410,Li-ion
4.431,-1405.312,88,36.2,3986,4410,Li-ion
4.431,-1404.687,88,36.2,3988,4410,Li-ion
4.431,-1396.25,88,36.2,3988,4410,Li-ion
4.431,-1395,88,36.2,3988,4410,Li-ion
4.431,-1419.375,88,36.1,3988,4410,Li-ion
4.431,-1390.937,88,36.1,3988,4410,Li-ion
4.431,-1393.437,88,36.1,3990,4410,Li-ion
4.431,-1400.625,88,36.1,3990,4410,Li-ion
4.431,-1387.5,88,36.1,3990,4410,Li-ion
4.431,-1396.562,88,36.1,3990,4410,Li-ion
4.431,-1393.437,88,36.1,3990,4410,Li-ion
4.431,-1389.687,88,36.1,3992,4410,Li-ion
4.431,-1387.5,88,36.1,3992,4410,Li-ion
4.431,-1384.062,88,36.1,3992,4410,Li-ion
4.431,-1395.625,88,36.1,3992,4410,Li-ion
4.431,-1387.187,89,36.1,3992,4410,Li-ion
4.431,-1356.562,89,36.1,3994,4410,Li-ion
4.431,-1380.625,89,36.1,3994,4410,Li-ion
4.431,-1376.875,89,36.1,3994,4410,Li-ion
4.431,-1374.062,89,36.1,3994,4410,Li-ion
4.431,-1380,89,36.1,3994,4410,Li-ion
4.431,-1370,89,36.1,3996,4410,Li-ion
4.431,-1382.187,89,36.1,3996,4410,Li-ion
4.431,-1368.437,89,36.1,3996,4410,Li-ion
4.431,-1381.25,89,36.1,3996,4410,Li-ion
4.431,-1371.25,89,36.1,3996,4410,Li-ion
4.431,-1374.062,89,36.1,3998,4410,Li-ion
4.431,-1375.937,89,36.1,3998,4410,Li-ion
4.431,-1370.625,89,36.1,3998,4410,Li-ion
4.431,-1375.312,89,36.1,3998,4410,Li-ion
4.431,-1376.875,89,36.1,3998,4410,Li-ion
4.431,-1362.812,89,36.1,4000,4410,Li-ion
4.431,-1371.875,89,36.1,4000,4410,Li-ion
4.431,-1374.375,89,36.1,4000,4410,Li-ion
4.431,-1356.562,89,36.1,4000,4410,Li-ion
4.431,-1350.937,89,36.1,4000,4410,Li-ion
4.431,-1351.875,89,36.1,4002,4410,Li-ion
4.431,-1354.687,89,36.1,4002,4410,Li-ion
4.431,-1356.562,89,36.1,4002,4410,Li-ion
4.431,-1353.75,89,36.1,4002,4410,Li-ion
4.431,-1357.812,89,36.1,4002,4410,Li-ion
4.431,-1346.25,89,36.1,4004,4410,Li-ion
4.431,-1366.25,89,36.1,4004,4410,Li-ion
4.431,-1357.187,89,36.1,4004,4410,Li-ion
4.431,-1346.875,89,36.1,4004,4410,Li-ion
4.431,-1367.187,89,36.1,4004,4410,Li-ion
4.431,-1343.125,89,36.1,4006,4410,Li-ion
4.431,-1348.437,89,36.1,4006,4410,Li-ion
4.431,-1330.937,89,36.1,4006,4410,Li-ion
4.431,-1339.687,89,36.1,4006,4410,Li-ion
4.431,-1334.062,89,36.1,4006,4410,Li-ion
4.431,-1336.875,89,36.1,4006,4410,Li-ion
4.431,-1345.312,89,36.1,4008,4410,Li-ion
4.431,-1349.687,89,36.1,4008,4410,Li-ion
4.431,-1332.812,89,36.1,4008,4410,Li-ion
4.431,-1337.5,89,36.1,4008,4410,Li-ion
4.431,-1344.687,89,36.1,4008,4410,Li-ion
4.431,-1345.312,89,36.1,4010,4410,Li-ion
4.431,-1334.375,89,36.1,4010,4410,Li-ion
4.431,-1325.312,89,36.1,4010,4410,Li-ion
4.431,-1326.25,89,36.1,4010,4410,Li-ion
4.431,-1333.437,89,36.1,4010,4410,Li-ion
4.431,-1337.5,89,36,4012,4410,Li-ion
4.431,-1325,89,36,4012,4410,Li-ion
4.431,-1348.437,89,36,4012,4410,Li-ion
4.431,-1326.875,89,36,4012,4410,Li-ion
4.431,-1339.687,89,36,4012,4410,Li-ion
4.431,-1321.25,89,36,4014,4410,Li-ion
4.431,-1321.25,89,36,4014,4410,Li-ion
4.431,-1332.812,89,36,4014,4410,Li-ion
4.431,-1324.375,89,36,4014,4410,Li-ion
4.431,-1321.875,89,36,4014,4410,Li-ion
4.431,-1335.937,89,36,4016,4410,Li-ion
4.431,-1321.875,89,36,4016,4410,Li-ion
4.431,-1325.312,89,36,4016,4410,Li-ion
4.431,-1319.062,89,36,4016,4410,Li-ion
4.431,-1323.75,89,36,4016,4410,Li-ion
4.431,-1316.562,89,36,4016,4410,Li-ion
4.431,-1327.187,89,36,4018,4410,Li-ion
4.431,-1326.875,89,36,4018,4410,Li-ion
4.431,-1313.437,89,36,4018,4410,Li-ion
4.431,-1330.312,89,36,4018,4410,Li-ion
4.431,-1321.562,89,36,4018,4410,Li-ion
4.431,-1312.5,89,36,4020,4410,Li-ion
4.431,-1308.75,89,36,4020,4410,Li-ion
4.431,-1305,89,36,4020,4410,Li-ion
4.431,-1307.812,89,36,4020,4410,Li-ion
4.431,-1303.125,89,36,4020,4410,Li-ion
4.431,-1318.125,89,36,4022,4410,Li-ion
4.431,-1300.312,89,36,4022,4410,Li-ion
4.431,-1320.625,89,36,4022,4410,Li-ion
4.431,-1313.125,89,36,4022,4410,Li-ion
4.431,-1305.312,89,36,4022,4410,Li-ion
4.431,-1307.187,89,36,4024,4410,Li-ion
4.431,-1309.687,89,36,4024,4410,Li-ion
4.431,-1301.562,89,36,4024,4410,Li-ion
4.431,-1292.187,89,36,4024,4410,Li-ion
4.431,-1305.625,89,36,4024,4410,Li-ion
4.431,-1286.875,89,36,4024,4410,Li-ion
4.431,-1291.25,89,36,4026,4410,Li-ion
4.431,-1301.562,89,36,4026,4410,Li-ion
4.431,-1291.25,89,36,4026,4410,Li-ion
4.431,-1305.625,89,36,4026,4410,Li-ion
4.431,-1293.125,89,36,4026,4410,Li-ion
4.431,-1287.812,89,36,4028,4410,Li-ion
4.431,-1281.875,89,36,4028,4410,Li-ion
4.431,-1274.687,89,36,4028,4410,Li-ion
4.431,-1286.562,89,36,4028,4410,Li-ion
4.431,-1296.562,89,36,4028,4410,Li-ion
4.431,-1290,89,36,4030,4410,Li-ion
4.431,-1284.687,89,36,4030,4410,Li-ion
4.431,-1289.687,89,36,4030,4410,Li-ion
4.431,-1280.937,89,36,4030,4410,Li-ion
4.431,-1290.625,89,36,4030,4410,Li-ion
4.431,-1269.687,89,36,4030,4410,Li-ion
4.431,-1284.062,89,36,4032,4410,Li-ion
4.431,-1282.187,89,36,4032,4410,Li-ion
4.431,-1275,89,36,4032,4410,Li-ion
4.431,-1275.312,89,36,4032,4410,Li-ion
4.431,-1278.125,89,36,4032,4410,Li-ion
4.432,-1276.562,89,35.8,4034,4410,Li-ion
4.431,-1280.937,90,35.8,4034,4410,Li-ion
4.431,-1277.5,90,35.8,4034,4410,Li-ion
4.431,-1278.75,90,35.8,4034,4410,Li-ion
4.431,-1263.75,90,35.8,4034,4410,Li-ion
4.431,-1258.75,90,35.8,4034,4410,Li-ion
4.431,-1277.812,90,35.8,4036,4410,Li-ion
4.431,-1278.437,90,35.8,4036,4410,Li-ion
4.431,-1260.312,90,35.8,4036,4410,Li-ion
4.431,-1262.812,90,35.8,4036,4410,Li-ion
4.431,-1278.75,90,35.8,4036,4410,Li-ion
4.431,-1251.875,90,35.8,4038,4410,Li-ion
4.431,-1265.937,90,35.8,4038,4410,Li-ion
4.431,-1275.312,90,35.8,4038,4410,Li-ion
4.431,-1266.875,90,35.8,4038,4410,Li-ion
4.431,-1264.062,90,35.8,4038,4410,Li-ion
4.431,-1259.687,90,35.8,4038,4410,Li-ion
4.431,-1260.625,90,35.8,4040,4410,Li-ion
4.431,-1258.437,90,35.8,4040,4410,Li-ion
4.431,-1250,90,35.8,4040,4410,Li-ion
4.431,-1246.25,90,35.8,4040,4410,Li-ion
4.431,-1258.75,90,35.8,4040,4410,Li-ion
4.431,-1260,90,35.8,4042,4410,Li-ion
4.431,-1254.062,90,35.8,4042,4410,Li-ion
4.431,-1245.625,90,35.8,4042,4410,Li-ion
4.431,-1254.062,90,35.8,4042,4410,Li-ion
4.431,-1256.25,90,35.8,4042,4410,Li-ion
4.431,-1250,90,35.8,4042,4410,Li-ion
4.431,-1243.437,90,35.8,4044,4410,Li-ion
4.431,-1240,90,35.8,4044,4410,Li-ion
4.431,-1245,90,35.8,4044,4410,Li-ion
4.431,-1239.062,90,35.8,4044,4410,Li-ion
4.431,-1254.375,90,35.8,4044,4410,Li-ion
4.431,-1250.312,90,35.8,4046,4410,Li-ion
4.431,-1238.75,90,35.8,4046,4410,Li-ion
4.431,-1244.375,90,35.8,4046,4410,Li-ion
4.431,-1237.187,90,35.8,4046,4410,Li-ion
4.431,-1251.25,90,35.8,4046,4410,Li-ion
4.431,-1228.437,90,35.8,4046,4410,Li-ion
4.431,-1239.687,90,35.8,4048,4410,Li-ion
4.431,-1235.625,90,35.8,4048,4410,Li-ion
4.431,-1235.312,90,35.8,4048,4410,Li-ion
4.431,-1229.062,90,35.8,4048,4410,Li-ion
4.431,-1225,90,35.8,4048,4410,Li-ion
4.431,-1230.312,90,35.8,4048,4410,Li-ion
4.431,-1231.875,90,35.8,4050,4410,Li-ion
4.431,-1232.187,90,35.8,4050,4410,Li-ion
4.431,-1233.125,90,35.8,4050,4410,Li-ion
4.431,-1226.562,90,35.8,4050,4410,Li-ion
4.431,-1228.125,90,35.8,4050,4410,Li-ion
4.431,-1227.187,90,35.8,4052,4410,Li-ion
4.431,-1220.937,90,35.8,4052,4410,Li-ion
4.431,-1222.812,90,35.8,4052,4410,Li-ion
4.431,-1229.687,90,35.8,4052,4410,Li-ion
4.431,-1225.312,90,35.8,4052,4410,Li-ion
4.431,-1225.625,90,35.8,4052,4410,Li-ion
4.431,-1218.437,90,35.8,4054,4410,Li-ion
4.432,-1219.375,90,35.6,4054,4410,Li-ion
4.432,-1214.375,90,35.6,4054,4410,Li-ion
4.434,-1225.937,90,35.7,4054,4410,Li-ion
